Airline Name,Flight Number,Plane Model,Boarding Time,Departure Time,Gate Number,Destination
Air Canada,PD218,ATR 72,08:44:00,08:46:00,1,Boston
Air Canada,PD553,Embraer E190,08:44:00,08:47:00,2,Ottawa
WestJet,PD184,ATR 72,08:44:00,08:46:00,3,Boston
Porter Airlines,PD619,Embraer E190,08:45:00,08:47:00,4,Montreal
Porter Airlines,PD611,ATR 72,08:45:00,08:46:00,5,Ottawa
Porter Airlines,PD486,Embraer E190,08:46:00,08:48:00,6,Chicago
Air Canada,PD315,ATR 72,08:48:00,08:51:00,1,Montreal
Air Canada,PD761,Embraer E190,08:48:00,08:51:00,2,Ottawa
Porter Airlines,PD996,ATR 72,08:48:00,08:49:00,3,Ottawa
Air Canada,PD339,Embraer E190,08:49:00,08:51:00,4,Ottawa
WestJet,PD783,ATR 72,08:49:00,08:51:00,5,Ottawa
Porter Airlines,PD556,Embraer E190,08:50:00,08:51:00,6,Boston
WestJet,PD941,ATR 72,08:52:00,08:54:00,1,Chicago
Air Canada,PD804,Embraer E190,08:52:00,08:53:00,2,Chicago
Porter Airlines,PD299,ATR 72,08:52:00,08:55:00,3,Washington
Porter Airlines,PD979,Embraer E190,08:53:00,08:55:00,4,Washington
Porter Airlines,PD229,ATR 72,08:53:00,08:54:00,5,Ottawa
WestJet,PD257,Embraer E190,08:54:00,08:57:00,6,Boston
WestJet,PD181,ATR 72,08:56:00,08:59:00,1,New York
Air Canada,PD587,Embraer E190,08:56:00,08:58:00,2,Montreal
WestJet,PD938,ATR 72,08:56:00,08:58:00,3,Boston
Air Canada,PD212,Embraer E190,08:57:00,08:58:00,4,Chicago
Porter Airlines,PD769,ATR 72,08:57:00,09:00:00,5,Boston
Porter Airlines,PD994,Embraer E190,08:58:00,08:59:00,6,Boston
Porter Airlines,PD395,ATR 72,09:00:00,09:01:00,1,Washington
Air Canada,PD452,Embraer E190,09:00:00,09:03:00,2,Montreal
WestJet,PD251,ATR 72,09:00:00,09:03:00,3,Ottawa
Air Canada,PD742,Embraer E190,09:01:00,09:02:00,4,Montreal
Porter Airlines,PD405,ATR 72,09:01:00,09:04:00,5,Ottawa
Air Canada,PD327,Embraer E190,09:02:00,09:05:00,6,Ottawa
Porter Airlines,PD251,ATR 72,09:04:00,09:07:00,1,Chicago
WestJet,PD719,Embraer E190,09:04:00,09:07:00,2,New York
WestJet,PD647,ATR 72,09:04:00,09:05:00,3,Chicago
Air Canada,PD545,Embraer E190,09:05:00,09:08:00,4,New York
Air Canada,PD485,ATR 72,09:05:00,09:06:00,5,Chicago
WestJet,PD819,Embraer E190,09:06:00,09:09:00,6,Boston
WestJet,PD352,ATR 72,09:08:00,09:10:00,1,Montreal
Air Canada,PD269,Embraer E190,09:08:00,09:11:00,2,Chicago
Porter Airlines,PD384,ATR 72,09:08:00,09:10:00,3,Washington
WestJet,PD112,Embraer E190,09:09:00,09:10:00,4,Montreal
WestJet,PD709,ATR 72,09:09:00,09:12:00,5,Chicago
Air Canada,PD346,Embraer E190,09:10:00,09:12:00,6,Chicago
Air Canada,PD471,ATR 72,09:12:00,09:14:00,1,Boston
Air Canada,PD586,Embraer E190,09:12:00,09:15:00,2,New York
Porter Airlines,PD849,ATR 72,09:12:00,09:15:00,3,Montreal
Porter Airlines,PD379,Embraer E190,09:13:00,09:16:00,4,Ottawa
Porter Airlines,PD220,ATR 72,09:13:00,09:14:00,5,Washington
Air Canada,PD944,Embraer E190,09:14:00,09:16:00,6,Washington
Air Canada,PD383,ATR 72,09:16:00,09:18:00,1,Boston
WestJet,PD778,Embraer E190,09:16:00,09:19:00,2,Ottawa
WestJet,PD934,ATR 72,09:16:00,09:18:00,3,New York
WestJet,PD257,Embraer E190,09:17:00,09:20:00,4,Ottawa
Porter Airlines,PD241,ATR 72,09:17:00,09:18:00,5,New York
WestJet,PD948,Embraer E190,09:18:00,09:20:00,6,New York
Air Canada,PD797,ATR 72,09:20:00,09:22:00,1,Chicago
WestJet,PD658,Embraer E190,09:20:00,09:22:00,2,Boston
Porter Airlines,PD792,ATR 72,09:20:00,09:22:00,3,New York
Porter Airlines,PD909,Embraer E190,09:21:00,09:23:00,4,New York
Porter Airlines,PD606,ATR 72,09:21:00,09:23:00,5,Boston
Porter Airlines,PD996,Embraer E190,09:22:00,09:24:00,6,New York
WestJet,PD344,ATR 72,09:24:00,09:26:00,1,Montreal
Air Canada,PD485,Embraer E190,09:24:00,09:27:00,2,Washington
WestJet,PD405,ATR 72,09:24:00,09:26:00,3,Montreal
Porter Airlines,PD530,Embraer E190,09:25:00,09:28:00,4,New York
Porter Airlines,PD858,ATR 72,09:25:00,09:26:00,5,Washington
WestJet,PD977,Embraer E190,09:26:00,09:27:00,6,Washington
Air Canada,PD343,ATR 72,09:28:00,09:31:00,1,Montreal
Porter Airlines,PD345,Embraer E190,09:28:00,09:30:00,2,Montreal
Air Canada,PD670,ATR 72,09:28:00,09:29:00,3,Washington
Porter Airlines,PD738,Embraer E190,09:29:00,09:32:00,4,Boston
Air Canada,PD530,ATR 72,09:29:00,09:30:00,5,Chicago
Air Canada,PD538,Embraer E190,09:30:00,09:31:00,6,Boston
Porter Airlines,PD212,ATR 72,09:32:00,09:35:00,1,Ottawa
Air Canada,PD341,Embraer E190,09:32:00,09:34:00,2,Ottawa
WestJet,PD902,ATR 72,09:32:00,09:35:00,3,Chicago
Porter Airlines,PD566,Embraer E190,09:33:00,09:35:00,4,Washington
Porter Airlines,PD178,ATR 72,09:33:00,09:36:00,5,Ottawa
Air Canada,PD554,Embraer E190,09:34:00,09:37:00,6,New York
WestJet,PD592,ATR 72,09:36:00,09:39:00,1,New York
Air Canada,PD831,Embraer E190,09:36:00,09:39:00,2,Boston
WestJet,PD411,ATR 72,09:36:00,09:38:00,3,Chicago
WestJet,PD736,Embraer E190,09:37:00,09:39:00,4,Montreal
WestJet,PD580,ATR 72,09:37:00,09:40:00,5,Washington
WestJet,PD570,Embraer E190,09:38:00,09:41:00,6,New York
Air Canada,PD406,ATR 72,09:40:00,09:42:00,1,Ottawa
Air Canada,PD578,Embraer E190,09:40:00,09:41:00,2,Ottawa
Porter Airlines,PD597,ATR 72,09:40:00,09:42:00,3,Boston
WestJet,PD607,Embraer E190,09:41:00,09:42:00,4,Chicago
Air Canada,PD846,ATR 72,09:41:00,09:42:00,5,Chicago
Air Canada,PD278,Embraer E190,09:42:00,09:44:00,6,Washington
WestJet,PD817,ATR 72,09:44:00,09:47:00,1,Montreal
Porter Airlines,PD271,Embraer E190,09:44:00,09:45:00,2,Chicago
Air Canada,PD764,ATR 72,09:44:00,09:45:00,3,Chicago
Porter Airlines,PD375,Embraer E190,09:45:00,09:48:00,4,Montreal
Porter Airlines,PD820,ATR 72,09:45:00,09:48:00,5,New York
Air Canada,PD354,Embraer E190,09:46:00,09:47:00,6,Washington
WestJet,PD696,ATR 72,09:48:00,09:49:00,1,Ottawa
WestJet,PD363,Embraer E190,09:48:00,09:49:00,2,Boston
Porter Airlines,PD827,ATR 72,09:48:00,09:50:00,3,Chicago
Porter Airlines,PD564,Embraer E190,09:49:00,09:50:00,4,New York
Porter Airlines,PD436,ATR 72,09:49:00,09:50:00,5,Ottawa
WestJet,PD967,Embraer E190,09:50:00,09:53:00,6,Montreal
Porter Airlines,PD735,ATR 72,09:52:00,09:53:00,1,Chicago
Air Canada,PD390,Embraer E190,09:52:00,09:54:00,2,New York
Porter Airlines,PD289,ATR 72,09:52:00,09:55:00,3,New York
Air Canada,PD379,Embraer E190,09:53:00,09:56:00,4,Boston
Air Canada,PD753,ATR 72,09:53:00,09:54:00,5,Chicago
Porter Airlines,PD435,Embraer E190,09:54:00,09:55:00,6,Chicago
Porter Airlines,PD301,ATR 72,09:56:00,09:59:00,1,Montreal
Porter Airlines,PD120,Embraer E190,09:56:00,09:59:00,2,New York
Porter Airlines,PD629,ATR 72,09:56:00,09:59:00,3,Boston
Air Canada,PD677,Embraer E190,09:57:00,09:58:00,4,Chicago
WestJet,PD187,ATR 72,09:57:00,09:59:00,5,New York
WestJet,PD898,Embraer E190,09:58:00,10:01:00,6,Ottawa
WestJet,PD364,ATR 72,10:00:00,10:02:00,1,Boston
WestJet,PD640,Embraer E190,10:00:00,10:03:00,2,Chicago
WestJet,PD182,ATR 72,10:00:00,10:02:00,3,New York
Porter Airlines,PD776,Embraer E190,10:01:00,10:02:00,4,Chicago
WestJet,PD113,ATR 72,10:01:00,10:04:00,5,Ottawa
Porter Airlines,PD969,Embraer E190,10:02:00,10:03:00,6,Washington
Porter Airlines,PD594,ATR 72,10:04:00,10:05:00,1,Chicago
Porter Airlines,PD240,Embraer E190,10:04:00,10:06:00,2,Boston
Air Canada,PD702,ATR 72,10:04:00,10:06:00,3,Boston
Air Canada,PD777,Embraer E190,10:05:00,10:07:00,4,Boston
WestJet,PD283,ATR 72,10:05:00,10:06:00,5,Montreal
Air Canada,PD733,Embraer E190,10:06:00,10:08:00,6,Chicago
Porter Airlines,PD294,ATR 72,10:08:00,10:10:00,1,Montreal
Air Canada,PD770,Embraer E190,10:08:00,10:10:00,2,Ottawa
WestJet,PD201,ATR 72,10:08:00,10:09:00,3,Washington
Porter Airlines,PD926,Embraer E190,10:09:00,10:12:00,4,Ottawa
Porter Airlines,PD293,ATR 72,10:09:00,10:11:00,5,Boston
Air Canada,PD156,Embraer E190,10:10:00,10:13:00,6,New York
WestJet,PD141,ATR 72,10:12:00,10:13:00,1,Montreal
Air Canada,PD825,Embraer E190,10:12:00,10:15:00,2,Chicago
Air Canada,PD567,ATR 72,10:12:00,10:14:00,3,Washington
WestJet,PD884,Embraer E190,10:13:00,10:14:00,4,Montreal
Air Canada,PD627,ATR 72,10:13:00,10:16:00,5,Boston
Porter Airlines,PD125,Embraer E190,10:14:00,10:15:00,6,New York
WestJet,PD180,ATR 72,10:16:00,10:19:00,1,Washington
WestJet,PD674,Embraer E190,10:16:00,10:17:00,2,Washington
Porter Airlines,PD812,ATR 72,10:16:00,10:17:00,3,Ottawa
Porter Airlines,PD173,Embraer E190,10:17:00,10:18:00,4,Ottawa
WestJet,PD495,ATR 72,10:17:00,10:19:00,5,Ottawa
WestJet,PD191,Embraer E190,10:18:00,10:21:00,6,Montreal
Air Canada,PD210,ATR 72,10:20:00,10:21:00,1,New York
Porter Airlines,PD132,Embraer E190,10:20:00,10:23:00,2,Washington
Air Canada,PD413,ATR 72,10:20:00,10:22:00,3,Boston
WestJet,PD686,Embraer E190,10:21:00,10:23:00,4,Montreal
WestJet,PD919,ATR 72,10:21:00,10:24:00,5,New York
WestJet,PD309,Embraer E190,10:22:00,10:25:00,6,Washington
WestJet,PD260,ATR 72,10:24:00,10:25:00,1,Boston
Porter Airlines,PD213,Embraer E190,10:24:00,10:27:00,2,Ottawa
Porter Airlines,PD335,ATR 72,10:24:00,10:27:00,3,Boston
WestJet,PD995,Embraer E190,10:25:00,10:28:00,4,Chicago
Porter Airlines,PD707,ATR 72,10:25:00,10:28:00,5,Boston
WestJet,PD338,Embraer E190,10:26:00,10:29:00,6,Washington
WestJet,PD661,ATR 72,10:28:00,10:29:00,1,New York
WestJet,PD643,Embraer E190,10:28:00,10:29:00,2,New York
Air Canada,PD972,ATR 72,10:28:00,10:29:00,3,Washington
WestJet,PD539,Embraer E190,10:29:00,10:32:00,4,Montreal
Porter Airlines,PD977,ATR 72,10:29:00,10:32:00,5,Montreal
Porter Airlines,PD687,Embraer E190,10:30:00,10:33:00,6,Boston
Porter Airlines,PD873,ATR 72,10:32:00,10:35:00,1,Ottawa
Porter Airlines,PD118,Embraer E190,10:32:00,10:34:00,2,New York
WestJet,PD816,ATR 72,10:32:00,10:35:00,3,Montreal
Air Canada,PD702,Embraer E190,10:33:00,10:36:00,4,Chicago
WestJet,PD700,ATR 72,10:33:00,10:35:00,5,Washington
Porter Airlines,PD451,Embraer E190,10:34:00,10:35:00,6,Boston
Porter Airlines,PD928,ATR 72,10:36:00,10:39:00,1,Washington
Air Canada,PD700,Embraer E190,10:36:00,10:38:00,2,Ottawa
Air Canada,PD407,ATR 72,10:36:00,10:37:00,3,Ottawa
Porter Airlines,PD404,Embraer E190,10:37:00,10:39:00,4,Ottawa
Air Canada,PD833,ATR 72,10:37:00,10:38:00,5,Boston
Porter Airlines,PD177,Embraer E190,10:38:00,10:41:00,6,Washington
Air Canada,PD399,ATR 72,10:40:00,10:41:00,1,Ottawa
Porter Airlines,PD783,Embraer E190,10:40:00,10:43:00,2,Ottawa
WestJet,PD703,ATR 72,10:40:00,10:41:00,3,New York
Air Canada,PD845,Embraer E190,10:41:00,10:42:00,4,Chicago
Porter Airlines,PD502,ATR 72,10:41:00,10:43:00,5,Boston
Porter Airlines,PD896,Embraer E190,10:42:00,10:43:00,6,Ottawa
WestJet,PD392,ATR 72,10:44:00,10:45:00,1,New York
Porter Airlines,PD352,Embraer E190,10:44:00,10:46:00,2,Ottawa
WestJet,PD604,ATR 72,10:44:00,10:45:00,3,Washington
Porter Airlines,PD430,Embraer E190,10:45:00,10:48:00,4,Montreal
Air Canada,PD120,ATR 72,10:45:00,10:48:00,5,New York
Porter Airlines,PD620,Embraer E190,10:46:00,10:48:00,6,Washington
WestJet,PD457,ATR 72,10:48:00,10:51:00,1,Ottawa
WestJet,PD978,Embraer E190,10:48:00,10:50:00,2,Boston
Air Canada,PD433,ATR 72,10:48:00,10:49:00,3,Montreal
Porter Airlines,PD414,Embraer E190,10:49:00,10:52:00,4,Montreal
Air Canada,PD691,ATR 72,10:49:00,10:52:00,5,Washington
WestJet,PD750,Embraer E190,10:50:00,10:53:00,6,Chicago
Air Canada,PD233,ATR 72,10:52:00,10:55:00,1,New York
Porter Airlines,PD791,Embraer E190,10:52:00,10:53:00,2,New York
WestJet,PD506,ATR 72,10:52:00,10:55:00,3,Boston
Air Canada,PD598,Embraer E190,10:53:00,10:56:00,4,Ottawa
Air Canada,PD243,ATR 72,10:53:00,10:56:00,5,Montreal
Air Canada,PD570,Embraer E190,10:54:00,10:56:00,6,Boston
Air Canada,PD664,ATR 72,10:56:00,10:57:00,1,Ottawa
WestJet,PD247,Embraer E190,10:56:00,10:57:00,2,Washington
WestJet,PD291,ATR 72,10:56:00,10:57:00,3,New York
Porter Airlines,PD377,Embraer E190,10:57:00,10:59:00,4,New York
WestJet,PD167,ATR 72,10:57:00,11:00:00,5,Washington
WestJet,PD213,Embraer E190,10:58:00,11:00:00,6,Chicago
WestJet,PD384,ATR 72,11:00:00,11:02:00,1,Ottawa
WestJet,PD854,Embraer E190,11:00:00,11:02:00,2,Boston
WestJet,PD194,ATR 72,11:00:00,11:03:00,3,New York
Porter Airlines,PD393,Embraer E190,11:01:00,11:04:00,4,Washington
Porter Airlines,PD175,ATR 72,11:01:00,11:02:00,5,New York
WestJet,PD891,Embraer E190,11:02:00,11:04:00,6,Washington
Air Canada,PD191,ATR 72,11:04:00,11:05:00,1,New York
Air Canada,PD223,Embraer E190,11:04:00,11:05:00,2,Boston
WestJet,PD794,ATR 72,11:04:00,11:05:00,3,Washington
Air Canada,PD442,Embraer E190,11:05:00,11:06:00,4,Ottawa
WestJet,PD886,ATR 72,11:05:00,11:08:00,5,Ottawa
Porter Airlines,PD852,Embraer E190,11:06:00,11:09:00,6,Chicago
Air Canada,PD587,ATR 72,11:08:00,11:10:00,1,Chicago
Air Canada,PD607,Embraer E190,11:08:00,11:09:00,2,Boston
Porter Airlines,PD432,ATR 72,11:08:00,11:10:00,3,New York
Air Canada,PD645,Embraer E190,11:09:00,11:11:00,4,Boston
Porter Airlines,PD716,ATR 72,11:09:00,11:11:00,5,Boston
Porter Airlines,PD143,Embraer E190,11:10:00,11:13:00,6,Boston
Porter Airlines,PD962,ATR 72,11:12:00,11:14:00,1,Ottawa
Air Canada,PD988,Embraer E190,11:12:00,11:15:00,2,Chicago
Air Canada,PD581,ATR 72,11:12:00,11:14:00,3,Chicago
Porter Airlines,PD901,Embraer E190,11:13:00,11:14:00,4,New York
Porter Airlines,PD787,ATR 72,11:13:00,11:16:00,5,Chicago
Porter Airlines,PD837,Embraer E190,11:14:00,11:16:00,6,Boston
WestJet,PD480,ATR 72,11:16:00,11:19:00,1,New York
Air Canada,PD935,Embraer E190,11:16:00,11:19:00,2,Washington
Porter Airlines,PD189,ATR 72,11:16:00,11:19:00,3,Washington
WestJet,PD475,Embraer E190,11:17:00,11:18:00,4,Boston
Air Canada,PD180,ATR 72,11:17:00,11:19:00,5,New York
WestJet,PD258,Embraer E190,11:18:00,11:19:00,6,Boston
WestJet,PD298,ATR 72,11:20:00,11:22:00,1,Montreal
WestJet,PD359,Embraer E190,11:20:00,11:23:00,2,New York
Porter Airlines,PD909,ATR 72,11:20:00,11:21:00,3,Ottawa
Air Canada,PD347,Embraer E190,11:21:00,11:22:00,4,Boston
Air Canada,PD360,ATR 72,11:21:00,11:24:00,5,Boston
Porter Airlines,PD210,Embraer E190,11:22:00,11:25:00,6,New York
WestJet,PD975,ATR 72,11:24:00,11:26:00,1,Montreal
WestJet,PD143,Embraer E190,11:24:00,11:27:00,2,Montreal
Porter Airlines,PD683,ATR 72,11:24:00,11:25:00,3,Washington
Air Canada,PD619,Embraer E190,11:25:00,11:27:00,4,Montreal
WestJet,PD586,ATR 72,11:25:00,11:28:00,5,Montreal
Air Canada,PD372,Embraer E190,11:26:00,11:29:00,6,Chicago
Air Canada,PD908,ATR 72,11:28:00,11:30:00,1,Ottawa
WestJet,PD601,Embraer E190,11:28:00,11:30:00,2,Chicago
Porter Airlines,PD677,ATR 72,11:28:00,11:31:00,3,Ottawa
Air Canada,PD461,Embraer E190,11:29:00,11:32:00,4,Boston
WestJet,PD471,ATR 72,11:29:00,11:30:00,5,Chicago
WestJet,PD925,Embraer E190,11:30:00,11:33:00,6,Boston
Porter Airlines,PD738,ATR 72,11:32:00,11:33:00,1,Ottawa
Air Canada,PD651,Embraer E190,11:32:00,11:33:00,2,Montreal
Porter Airlines,PD921,ATR 72,11:32:00,11:35:00,3,New York
WestJet,PD673,Embraer E190,11:33:00,11:36:00,4,Ottawa
Porter Airlines,PD440,ATR 72,11:33:00,11:34:00,5,Chicago
Porter Airlines,PD685,Embraer E190,11:34:00,11:36:00,6,New York
Porter Airlines,PD690,ATR 72,11:36:00,11:38:00,1,Montreal
Air Canada,PD623,Embraer E190,11:36:00,11:38:00,2,Boston
Porter Airlines,PD505,ATR 72,11:36:00,11:37:00,3,Chicago
WestJet,PD101,Embraer E190,11:37:00,11:40:00,4,Ottawa
Porter Airlines,PD102,ATR 72,11:37:00,11:40:00,5,Chicago
Air Canada,PD840,Embraer E190,11:38:00,11:39:00,6,Boston
WestJet,PD505,ATR 72,11:40:00,11:43:00,1,Ottawa
WestJet,PD233,Embraer E190,11:40:00,11:41:00,2,Washington
Porter Airlines,PD906,ATR 72,11:40:00,11:41:00,3,Boston
WestJet,PD978,Embraer E190,11:41:00,11:42:00,4,Chicago
Air Canada,PD183,ATR 72,11:41:00,11:43:00,5,New York
Air Canada,PD207,Embraer E190,11:42:00,11:45:00,6,Montreal
WestJet,PD521,ATR 72,11:44:00,11:46:00,1,Boston
Porter Airlines,PD345,Embraer E190,11:44:00,11:46:00,2,Montreal
Porter Airlines,PD314,ATR 72,11:44:00,11:46:00,3,Boston
Air Canada,PD425,Embraer E190,11:45:00,11:47:00,4,New York
WestJet,PD735,ATR 72,11:45:00,11:48:00,5,Washington
WestJet,PD540,Embraer E190,11:46:00,11:47:00,6,Ottawa
Porter Airlines,PD639,ATR 72,11:48:00,11:51:00,1,Ottawa
Air Canada,PD948,Embraer E190,11:48:00,11:49:00,2,Washington
Porter Airlines,PD714,ATR 72,11:48:00,11:49:00,3,Washington
WestJet,PD528,Embraer E190,11:49:00,11:50:00,4,Chicago
Air Canada,PD819,ATR 72,11:49:00,11:51:00,5,New York
WestJet,PD536,Embraer E190,11:50:00,11:52:00,6,Washington
WestJet,PD100,ATR 72,11:52:00,11:55:00,1,Ottawa
WestJet,PD377,Embraer E190,11:52:00,11:53:00,2,Chicago
WestJet,PD563,ATR 72,11:52:00,11:54:00,3,Washington
Porter Airlines,PD784,Embraer E190,11:53:00,11:54:00,4,Chicago
Air Canada,PD427,ATR 72,11:53:00,11:54:00,5,New York
WestJet,PD241,Embraer E190,11:54:00,11:56:00,6,Montreal
Air Canada,PD406,ATR 72,11:56:00,11:58:00,1,Washington
Porter Airlines,PD685,Embraer E190,11:56:00,11:58:00,2,New York
Air Canada,PD714,ATR 72,11:56:00,11:59:00,3,Montreal
Porter Airlines,PD260,Embraer E190,11:57:00,11:59:00,4,Montreal
Air Canada,PD539,ATR 72,11:57:00,11:59:00,5,Chicago
WestJet,PD930,Embraer E190,11:58:00,12:00:00,6,Chicago
Porter Airlines,PD848,ATR 72,12:00:00,12:01:00,1,Chicago
Air Canada,PD948,Embraer E190,12:00:00,12:03:00,2,Washington
Air Canada,PD776,ATR 72,12:00:00,12:03:00,3,Chicago
Air Canada,PD321,Embraer E190,12:01:00,12:04:00,4,Chicago
Air Canada,PD687,ATR 72,12:01:00,12:04:00,5,Ottawa
Porter Airlines,PD761,Embraer E190,12:02:00,12:03:00,6,Boston
WestJet,PD824,ATR 72,12:04:00,12:07:00,1,Boston
Air Canada,PD868,Embraer E190,12:04:00,12:07:00,2,Montreal
Porter Airlines,PD442,ATR 72,12:04:00,12:07:00,3,Chicago
Air Canada,PD539,Embraer E190,12:05:00,12:06:00,4,Boston
WestJet,PD859,ATR 72,12:05:00,12:07:00,5,New York
WestJet,PD239,Embraer E190,12:06:00,12:09:00,6,Boston
Air Canada,PD227,ATR 72,12:08:00,12:09:00,1,Chicago
WestJet,PD981,Embraer E190,12:08:00,12:10:00,2,Boston
Air Canada,PD530,ATR 72,12:08:00,12:09:00,3,Ottawa
Air Canada,PD475,Embraer E190,12:09:00,12:11:00,4,New York
Air Canada,PD116,ATR 72,12:09:00,12:12:00,5,Boston
WestJet,PD832,Embraer E190,12:10:00,12:12:00,6,Washington
WestJet,PD321,ATR 72,12:12:00,12:14:00,1,Boston
Air Canada,PD447,Embraer E190,12:12:00,12:13:00,2,Chicago
Air Canada,PD166,ATR 72,12:12:00,12:14:00,3,Boston
Porter Airlines,PD933,Embraer E190,12:13:00,12:14:00,4,New York
WestJet,PD188,ATR 72,12:13:00,12:15:00,5,Boston
Porter Airlines,PD263,Embraer E190,12:14:00,12:17:00,6,New York
Porter Airlines,PD481,ATR 72,12:16:00,12:18:00,1,Boston
WestJet,PD641,Embraer E190,12:16:00,12:18:00,2,Montreal
Air Canada,PD436,ATR 72,12:16:00,12:17:00,3,Chicago
Air Canada,PD448,Embraer E190,12:17:00,12:19:00,4,New York
WestJet,PD739,ATR 72,12:17:00,12:19:00,5,Chicago
WestJet,PD226,Embraer E190,12:18:00,12:21:00,6,Chicago
WestJet,PD218,ATR 72,12:20:00,12:22:00,1,Ottawa
WestJet,PD268,Embraer E190,12:20:00,12:22:00,2,New York
Air Canada,PD912,ATR 72,12:20:00,12:22:00,3,Washington
Air Canada,PD624,Embraer E190,12:21:00,12:22:00,4,Boston
Air Canada,PD683,ATR 72,12:21:00,12:23:00,5,Washington
Porter Airlines,PD817,Embraer E190,12:22:00,12:25:00,6,Boston
Air Canada,PD222,ATR 72,12:24:00,12:27:00,1,Washington
WestJet,PD917,Embraer E190,12:24:00,12:27:00,2,Washington
WestJet,PD507,ATR 72,12:24:00,12:26:00,3,Chicago
Air Canada,PD186,Embraer E190,12:25:00,12:28:00,4,New York
Porter Airlines,PD768,ATR 72,12:25:00,12:26:00,5,Montreal
WestJet,PD805,Embraer E190,12:26:00,12:29:00,6,Washington
Air Canada,PD612,ATR 72,12:28:00,12:30:00,1,Washington
Air Canada,PD840,Embraer E190,12:28:00,12:30:00,2,Chicago
Air Canada,PD901,ATR 72,12:28:00,12:29:00,3,Washington
WestJet,PD509,Embraer E190,12:29:00,12:32:00,4,Washington
Air Canada,PD980,ATR 72,12:29:00,12:32:00,5,Boston
Air Canada,PD279,Embraer E190,12:30:00,12:32:00,6,Boston
WestJet,PD552,ATR 72,12:32:00,12:34:00,1,Montreal
WestJet,PD301,Embraer E190,12:32:00,12:34:00,2,Montreal
Air Canada,PD373,ATR 72,12:32:00,12:34:00,3,Boston
Air Canada,PD423,Embraer E190,12:33:00,12:35:00,4,Washington
Air Canada,PD475,ATR 72,12:33:00,12:34:00,5,Montreal
Air Canada,PD468,Embraer E190,12:34:00,12:37:00,6,Chicago
Air Canada,PD412,ATR 72,12:36:00,12:37:00,1,Montreal
Air Canada,PD294,Embraer E190,12:36:00,12:38:00,2,Ottawa
Porter Airlines,PD425,ATR 72,12:36:00,12:39:00,3,Chicago
Air Canada,PD882,Embraer E190,12:37:00,12:38:00,4,Montreal
WestJet,PD204,ATR 72,12:37:00,12:40:00,5,Ottawa
WestJet,PD861,Embraer E190,12:38:00,12:39:00,6,New York
Porter Airlines,PD809,ATR 72,12:40:00,12:41:00,1,Chicago
Porter Airlines,PD196,Embraer E190,12:40:00,12:42:00,2,Chicago
Porter Airlines,PD901,ATR 72,12:40:00,12:43:00,3,Ottawa
Porter Airlines,PD790,Embraer E190,12:41:00,12:42:00,4,Boston
Porter Airlines,PD933,ATR 72,12:41:00,12:42:00,5,Ottawa
Porter Airlines,PD276,Embraer E190,12:42:00,12:45:00,6,Montreal
WestJet,PD529,ATR 72,12:44:00,12:45:00,1,Boston
Porter Airlines,PD245,Embraer E190,12:44:00,12:47:00,2,Ottawa
Air Canada,PD907,ATR 72,12:44:00,12:46:00,3,New York
WestJet,PD696,Embraer E190,12:45:00,12:46:00,4,Montreal
WestJet,PD473,ATR 72,12:45:00,12:48:00,5,Montreal
Porter Airlines,PD964,Embraer E190,12:46:00,12:47:00,6,Washington
Porter Airlines,PD491,ATR 72,12:48:00,12:51:00,1,Montreal
Porter Airlines,PD452,Embraer E190,12:48:00,12:51:00,2,Boston
Air Canada,PD644,ATR 72,12:48:00,12:49:00,3,Washington
Air Canada,PD955,Embraer E190,12:49:00,12:51:00,4,Washington
WestJet,PD239,ATR 72,12:49:00,12:50:00,5,Ottawa
Air Canada,PD176,Embraer E190,12:50:00,12:52:00,6,Washington
Porter Airlines,PD683,ATR 72,12:52:00,12:55:00,1,Ottawa
WestJet,PD872,Embraer E190,12:52:00,12:55:00,2,Washington
Porter Airlines,PD966,ATR 72,12:52:00,12:53:00,3,Montreal
Porter Airlines,PD903,Embraer E190,12:53:00,12:54:00,4,Chicago
Air Canada,PD818,ATR 72,12:53:00,12:56:00,5,Washington
Air Canada,PD882,Embraer E190,12:54:00,12:56:00,6,Washington
Porter Airlines,PD345,ATR 72,12:56:00,12:58:00,1,Chicago
Porter Airlines,PD948,Embraer E190,12:56:00,12:57:00,2,Chicago
WestJet,PD915,ATR 72,12:56:00,12:57:00,3,New York
Air Canada,PD911,Embraer E190,12:57:00,13:00:00,4,Washington
WestJet,PD618,ATR 72,12:57:00,12:58:00,5,Montreal
Air Canada,PD401,Embraer E190,12:58:00,13:00:00,6,Ottawa
WestJet,PD134,ATR 72,13:00:00,13:03:00,1,Montreal
WestJet,PD638,Embraer E190,13:00:00,13:02:00,2,Ottawa
Air Canada,PD516,ATR 72,13:00:00,13:02:00,3,Ottawa
Air Canada,PD908,Embraer E190,13:01:00,13:04:00,4,Washington
Air Canada,PD941,ATR 72,13:01:00,13:04:00,5,Chicago
Porter Airlines,PD689,Embraer E190,13:02:00,13:03:00,6,Montreal
Air Canada,PD266,ATR 72,13:04:00,13:07:00,1,Montreal
Air Canada,PD770,Embraer E190,13:04:00,13:06:00,2,Washington
Air Canada,PD415,ATR 72,13:04:00,13:05:00,3,Montreal
WestJet,PD644,Embraer E190,13:05:00,13:07:00,4,New York
Air Canada,PD380,ATR 72,13:05:00,13:06:00,5,New York
