Airline Name,Flight Number,Plane Model,Boarding Time,Departure Time,Gate Number,Destination
Porter Airlines,PD614,ATR 72,06:33:00,06:34:00,3,New York
Porter Airlines,PD937,ATR 72,06:30:00,06:34:00,5,Chicago
Porter Airlines,PD687,ATR 72,06:34:00,06:35:00,5,New York
Air Canada,PD466,Embraer E190,06:31:00,06:35:00,6,Washington
WestJet,PD477,ATR 72,06:32:00,06:36:00,5,Montreal
WestJet,PD795,Embraer E190,06:35:00,06:36:00,4,Boston
WestJet,PD639,ATR 72,06:34:00,06:37:00,1,New York
Porter Airlines,PD330,Embraer E190,06:34:00,06:37:00,4,New York
Air Canada,PD142,Embraer E190,06:36:00,06:38:00,6,Boston
WestJet,PD340,ATR 72,06:34:00,06:38:00,1,Boston
Air Canada,PD758,ATR 72,06:37:00,06:39:00,1,Washington
Porter Airlines,PD373,Embraer E190,06:36:00,06:39:00,4,Ottawa
WestJet,PD168,Embraer E190,06:39:00,06:40:00,4,New York
Porter Airlines,PD493,Embraer E190,06:38:00,06:40:00,2,New York
Porter Airlines,PD341,ATR 72,06:37:00,06:41:00,5,Ottawa
Porter Airlines,PD304,Embraer E190,06:38:00,06:41:00,6,Washington
WestJet,PD916,ATR 72,06:41:00,06:42:00,3,Montreal
Porter Airlines,PD200,Embraer E190,06:38:00,06:42:00,4,Montreal
WestJet,PD701,ATR 72,06:41:00,06:43:00,1,New York
WestJet,PD454,Embraer E190,06:41:00,06:43:00,6,Washington
Porter Airlines,PD159,ATR 72,06:41:00,06:44:00,5,Ottawa
Air Canada,PD396,Embraer E190,06:43:00,06:44:00,4,Montreal
WestJet,PD214,ATR 72,06:43:00,06:45:00,3,Boston
WestJet,PD926,ATR 72,06:41:00,06:45:00,1,Washington
WestJet,PD973,Embraer E190,06:43:00,06:46:00,6,Chicago
Porter Airlines,PD124,Embraer E190,06:42:00,06:46:00,4,Washington
Porter Airlines,PD706,ATR 72,06:46:00,06:47:00,5,Montreal
Porter Airlines,PD392,Embraer E190,06:45:00,06:47:00,4,Ottawa
WestJet,PD645,ATR 72,06:44:00,06:48:00,3,New York
Air Canada,PD530,ATR 72,06:46:00,06:48:00,1,Chicago
WestJet,PD726,Embraer E190,06:48:00,06:49:00,6,Ottawa
WestJet,PD190,ATR 72,06:45:00,06:49:00,3,Ottawa
WestJet,PD140,ATR 72,06:46:00,06:50:00,5,New York
WestJet,PD363,ATR 72,06:47:00,06:50:00,3,New York
Air Canada,PD112,Embraer E190,06:47:00,06:51:00,6,Washington
Porter Airlines,PD125,Embraer E190,06:48:00,06:51:00,2,Ottawa
Porter Airlines,PD609,ATR 72,06:51:00,06:52:00,5,New York
Porter Airlines,PD555,Embraer E190,06:48:00,06:52:00,4,New York
Porter Airlines,PD336,Embraer E190,06:50:00,06:53:00,6,Washington
WestJet,PD965,ATR 72,06:51:00,06:53:00,5,Chicago
WestJet,PD415,Embraer E190,06:52:00,06:54:00,6,Boston
Air Canada,PD575,Embraer E190,06:50:00,06:54:00,4,Montreal
Air Canada,PD157,Embraer E190,06:53:00,06:55:00,6,Washington
Air Canada,PD635,ATR 72,06:54:00,06:55:00,5,Montreal
Porter Airlines,PD747,ATR 72,06:52:00,06:56:00,5,Montreal
Air Canada,PD680,Embraer E190,06:52:00,06:56:00,2,Ottawa
Porter Airlines,PD904,ATR 72,06:56:00,06:57:00,5,Boston
Porter Airlines,PD962,Embraer E190,06:54:00,06:57:00,6,New York
WestJet,PD413,Embraer E190,06:56:00,06:58:00,2,Chicago
WestJet,PD821,Embraer E190,06:54:00,06:58:00,6,Montreal
Air Canada,PD410,Embraer E190,06:56:00,06:59:00,6,Washington
Porter Airlines,PD332,Embraer E190,06:58:00,06:59:00,4,Washington
Porter Airlines,PD724,ATR 72,06:58:00,07:00:00,1,Washington
WestJet,PD531,ATR 72,06:59:00,07:00:00,5,Washington
WestJet,PD988,Embraer E190,06:57:00,07:01:00,4,Washington
Air Canada,PD443,ATR 72,06:59:00,07:01:00,1,Boston
Air Canada,PD962,Embraer E190,07:00:00,07:02:00,2,Boston
WestJet,PD980,ATR 72,06:59:00,07:02:00,1,Ottawa
Air Canada,PD501,Embraer E190,06:59:00,07:03:00,4,Chicago
Air Canada,PD239,Embraer E190,07:00:00,07:03:00,6,New York
Porter Airlines,PD367,Embraer E190,07:00:00,07:04:00,2,New York
Air Canada,PD373,ATR 72,07:00:00,07:04:00,5,Ottawa
WestJet,PD415,Embraer E190,07:01:00,07:05:00,2,Montreal
Air Canada,PD391,ATR 72,07:01:00,07:05:00,5,Montreal
Porter Airlines,PD508,Embraer E190,07:05:00,07:06:00,2,Chicago
Air Canada,PD741,ATR 72,07:02:00,07:06:00,5,New York
Porter Airlines,PD320,ATR 72,07:06:00,07:07:00,5,Boston
WestJet,PD528,Embraer E190,07:04:00,07:07:00,6,Ottawa
Porter Airlines,PD460,ATR 72,07:04:00,07:08:00,5,Montreal
Air Canada,PD921,ATR 72,07:04:00,07:08:00,1,Montreal
Air Canada,PD256,ATR 72,07:07:00,07:09:00,1,Ottawa
WestJet,PD559,Embraer E190,07:07:00,07:09:00,6,Chicago
Porter Airlines,PD674,ATR 72,07:09:00,07:10:00,3,Chicago
Air Canada,PD307,Embraer E190,07:06:00,07:10:00,6,Montreal
Porter Airlines,PD547,ATR 72,07:07:00,07:11:00,1,Boston
Porter Airlines,PD711,Embraer E190,07:10:00,07:11:00,4,Boston
Porter Airlines,PD644,Embraer E190,07:08:00,07:12:00,6,New York
Porter Airlines,PD865,ATR 72,07:08:00,07:12:00,1,Montreal
Air Canada,PD842,ATR 72,07:10:00,07:13:00,5,Boston
Air Canada,PD915,ATR 72,07:12:00,07:13:00,1,New York
WestJet,PD569,Embraer E190,07:12:00,07:14:00,2,Washington
WestJet,PD273,Embraer E190,07:11:00,07:14:00,4,Montreal
WestJet,PD968,Embraer E190,07:11:00,07:15:00,4,Washington
WestJet,PD472,ATR 72,07:12:00,07:15:00,1,Chicago
Porter Airlines,PD293,ATR 72,07:12:00,07:16:00,3,New York
Air Canada,PD915,ATR 72,07:15:00,07:16:00,5,New York
WestJet,PD813,ATR 72,07:16:00,07:17:00,3,Washington
Air Canada,PD977,Embraer E190,07:13:00,07:17:00,4,Boston
WestJet,PD650,Embraer E190,07:17:00,07:18:00,4,Boston
Porter Airlines,PD233,ATR 72,07:15:00,07:18:00,1,Montreal
Air Canada,PD705,ATR 72,07:18:00,07:19:00,3,Ottawa
Porter Airlines,PD262,Embraer E190,07:15:00,07:19:00,4,Washington
Porter Airlines,PD287,ATR 72,07:16:00,07:20:00,3,Montreal
WestJet,PD250,Embraer E190,07:18:00,07:20:00,6,New York
WestJet,PD636,ATR 72,07:20:00,07:21:00,3,Chicago
Air Canada,PD284,Embraer E190,07:18:00,07:21:00,4,Washington
Porter Airlines,PD557,Embraer E190,07:20:00,07:22:00,6,Boston
WestJet,PD709,ATR 72,07:20:00,07:22:00,5,Montreal
Air Canada,PD381,Embraer E190,07:21:00,07:23:00,6,Ottawa
WestJet,PD101,Embraer E190,07:21:00,07:23:00,4,Boston
Air Canada,PD651,ATR 72,07:20:00,07:24:00,3,Ottawa
Porter Airlines,PD246,ATR 72,07:23:00,07:24:00,1,Boston
Air Canada,PD576,ATR 72,07:24:00,07:25:00,1,Montreal
Air Canada,PD184,ATR 72,07:22:00,07:25:00,3,Ottawa
WestJet,PD559,ATR 72,07:23:00,07:26:00,5,Washington
Air Canada,PD511,ATR 72,07:25:00,07:26:00,1,Washington
Air Canada,PD375,ATR 72,07:23:00,07:27:00,5,Washington
Porter Airlines,PD922,ATR 72,07:25:00,07:27:00,3,Ottawa
WestJet,PD508,Embraer E190,07:25:00,07:28:00,6,New York
Air Canada,PD856,ATR 72,07:27:00,07:28:00,3,Chicago
WestJet,PD968,Embraer E190,07:25:00,07:29:00,4,Chicago
Porter Airlines,PD299,ATR 72,07:27:00,07:29:00,3,Boston
WestJet,PD531,ATR 72,07:26:00,07:30:00,1,Ottawa
WestJet,PD330,ATR 72,07:27:00,07:30:00,3,Washington
Porter Airlines,PD500,ATR 72,07:30:00,07:31:00,1,Montreal
Air Canada,PD459,ATR 72,07:28:00,07:31:00,5,Chicago
WestJet,PD925,Embraer E190,07:30:00,07:32:00,4,Montreal
WestJet,PD121,ATR 72,07:29:00,07:32:00,3,Ottawa
Air Canada,PD818,ATR 72,07:29:00,07:33:00,5,Ottawa
Porter Airlines,PD823,ATR 72,07:31:00,07:33:00,3,Washington
WestJet,PD944,Embraer E190,07:33:00,07:34:00,4,Boston
Porter Airlines,PD825,ATR 72,07:30:00,07:34:00,3,Washington
Porter Airlines,PD851,Embraer E190,07:32:00,07:35:00,6,Washington
WestJet,PD835,ATR 72,07:32:00,07:35:00,1,New York
WestJet,PD162,ATR 72,07:32:00,07:36:00,1,Washington
Porter Airlines,PD644,ATR 72,07:33:00,07:36:00,5,Montreal
Porter Airlines,PD714,Embraer E190,07:33:00,07:37:00,4,Chicago
Porter Airlines,PD229,Embraer E190,07:33:00,07:37:00,6,Montreal
Porter Airlines,PD652,Embraer E190,07:36:00,07:38:00,2,Boston
Air Canada,PD874,Embraer E190,07:35:00,07:38:00,6,New York
Porter Airlines,PD612,Embraer E190,07:37:00,07:39:00,2,Montreal
Porter Airlines,PD322,Embraer E190,07:36:00,07:39:00,4,Montreal
WestJet,PD177,Embraer E190,07:37:00,07:40:00,4,Washington
WestJet,PD514,ATR 72,07:36:00,07:40:00,3,Montreal
Air Canada,PD241,ATR 72,07:38:00,07:41:00,1,Boston
WestJet,PD520,Embraer E190,07:39:00,07:41:00,4,Boston
Porter Airlines,PD471,ATR 72,07:38:00,07:42:00,1,New York
Porter Airlines,PD841,ATR 72,07:41:00,07:42:00,5,Montreal
WestJet,PD985,Embraer E190,07:41:00,07:43:00,2,Montreal
WestJet,PD858,ATR 72,07:41:00,07:43:00,3,Boston
WestJet,PD679,ATR 72,07:40:00,07:44:00,5,Washington
Porter Airlines,PD235,Embraer E190,07:41:00,07:44:00,2,Boston
Air Canada,PD892,ATR 72,07:44:00,07:45:00,1,Washington
Air Canada,PD468,ATR 72,07:44:00,07:45:00,5,Montreal
WestJet,PD144,Embraer E190,07:44:00,07:46:00,2,Montreal
Porter Airlines,PD854,ATR 72,07:43:00,07:46:00,5,Montreal
Air Canada,PD298,Embraer E190,07:43:00,07:47:00,4,Boston
WestJet,PD675,ATR 72,07:44:00,07:47:00,3,Montreal
WestJet,PD435,ATR 72,07:46:00,07:48:00,1,New York
WestJet,PD341,Embraer E190,07:46:00,07:48:00,6,Ottawa
Air Canada,PD647,ATR 72,07:47:00,07:49:00,1,Chicago
Porter Airlines,PD503,Embraer E190,07:47:00,07:49:00,2,Montreal
WestJet,PD434,ATR 72,07:47:00,07:50:00,5,Washington
WestJet,PD376,ATR 72,07:46:00,07:50:00,1,Chicago
Air Canada,PD868,Embraer E190,07:49:00,07:51:00,4,New York
WestJet,PD690,Embraer E190,07:48:00,07:51:00,6,Boston
Porter Airlines,PD668,ATR 72,07:50:00,07:52:00,5,Boston
Porter Airlines,PD581,Embraer E190,07:50:00,07:52:00,2,New York
Air Canada,PD911,ATR 72,07:52:00,07:53:00,1,Montreal
Porter Airlines,PD255,Embraer E190,07:52:00,07:53:00,6,Washington
WestJet,PD217,ATR 72,07:50:00,07:54:00,1,Montreal
Air Canada,PD893,ATR 72,07:50:00,07:54:00,5,Ottawa
Air Canada,PD447,ATR 72,07:51:00,07:55:00,5,Washington
WestJet,PD590,Embraer E190,07:52:00,07:55:00,4,Montreal
WestJet,PD253,Embraer E190,07:52:00,07:56:00,4,New York
Air Canada,PD880,ATR 72,07:52:00,07:56:00,1,Ottawa
Porter Airlines,PD704,ATR 72,07:53:00,07:57:00,3,Boston
Air Canada,PD199,Embraer E190,07:55:00,07:57:00,2,Chicago
Porter Airlines,PD429,ATR 72,07:57:00,07:58:00,1,Washington
WestJet,PD225,ATR 72,07:54:00,07:58:00,3,Montreal
Porter Airlines,PD139,ATR 72,07:55:00,07:59:00,3,Montreal
Air Canada,PD735,ATR 72,07:58:00,07:59:00,5,Chicago
Porter Airlines,PD856,ATR 72,07:56:00,08:00:00,1,Washington
WestJet,PD368,Embraer E190,07:58:00,08:00:00,2,Ottawa
WestJet,PD825,ATR 72,07:59:00,08:01:00,3,Montreal
Air Canada,PD870,Embraer E190,07:58:00,08:01:00,6,Washington
WestJet,PD462,Embraer E190,08:01:00,08:02:00,2,Montreal
Porter Airlines,PD946,ATR 72,07:59:00,08:02:00,1,Washington
Porter Airlines,PD619,ATR 72,08:00:00,08:03:00,1,Washington
Air Canada,PD257,Embraer E190,07:59:00,08:03:00,6,Ottawa
Porter Airlines,PD226,Embraer E190,08:00:00,08:04:00,6,Washington
Air Canada,PD702,ATR 72,08:03:00,08:04:00,3,New York
WestJet,PD287,ATR 72,08:01:00,08:05:00,3,Boston
Air Canada,PD141,ATR 72,08:02:00,08:05:00,5,Chicago
Porter Airlines,PD205,Embraer E190,08:03:00,08:06:00,6,Chicago
Air Canada,PD363,ATR 72,08:05:00,08:06:00,5,Chicago
Porter Airlines,PD323,Embraer E190,08:04:00,08:07:00,6,Washington
WestJet,PD335,Embraer E190,08:05:00,08:07:00,4,Montreal
Air Canada,PD304,ATR 72,08:04:00,08:08:00,5,New York
Porter Airlines,PD282,Embraer E190,08:07:00,08:08:00,2,Washington
Air Canada,PD859,Embraer E190,08:08:00,08:09:00,2,Washington
WestJet,PD125,ATR 72,08:08:00,08:09:00,3,Washington
Air Canada,PD497,Embraer E190,08:09:00,08:10:00,4,Montreal
WestJet,PD820,ATR 72,08:09:00,08:10:00,1,Chicago
Air Canada,PD918,ATR 72,08:07:00,08:11:00,1,Chicago
Porter Airlines,PD353,Embraer E190,08:08:00,08:11:00,4,Chicago
Porter Airlines,PD538,Embraer E190,08:09:00,08:12:00,2,Montreal
WestJet,PD151,ATR 72,08:11:00,08:12:00,3,Chicago
Air Canada,PD136,ATR 72,08:09:00,08:13:00,5,New York
Porter Airlines,PD895,ATR 72,08:10:00,08:13:00,1,Boston
Porter Airlines,PD272,ATR 72,08:11:00,08:14:00,5,Montreal
Porter Airlines,PD258,ATR 72,08:11:00,08:14:00,3,Ottawa
Air Canada,PD208,Embraer E190,08:11:00,08:15:00,4,Chicago
WestJet,PD844,Embraer E190,08:12:00,08:15:00,2,Chicago
Air Canada,PD517,Embraer E190,08:14:00,08:16:00,6,Washington
Air Canada,PD345,Embraer E190,08:15:00,08:16:00,2,New York
WestJet,PD943,Embraer E190,08:15:00,08:17:00,4,Chicago
Air Canada,PD584,Embraer E190,08:16:00,08:17:00,6,Montreal
WestJet,PD554,ATR 72,08:16:00,08:18:00,3,Washington
Air Canada,PD745,Embraer E190,08:14:00,08:18:00,2,Ottawa
Porter Airlines,PD995,ATR 72,08:17:00,08:19:00,5,Montreal
Air Canada,PD884,Embraer E190,08:17:00,08:19:00,6,Boston
Air Canada,PD978,Embraer E190,08:18:00,08:20:00,4,Montreal
WestJet,PD666,ATR 72,08:16:00,08:20:00,5,Washington
Air Canada,PD123,Embraer E190,08:17:00,08:21:00,6,Washington
Air Canada,PD381,ATR 72,08:20:00,08:21:00,3,Montreal
Air Canada,PD242,Embraer E190,08:20:00,08:22:00,2,Washington
Air Canada,PD453,Embraer E190,08:20:00,08:22:00,4,Ottawa
WestJet,PD485,ATR 72,08:19:00,08:23:00,3,Ottawa
Air Canada,PD311,Embraer E190,08:19:00,08:23:00,6,Washington
WestJet,PD393,Embraer E190,08:20:00,08:24:00,6,New York
Porter Airlines,PD997,Embraer E190,08:22:00,08:24:00,2,Chicago
Air Canada,PD926,Embraer E190,08:24:00,08:25:00,2,Chicago
Air Canada,PD433,ATR 72,08:24:00,08:25:00,1,Ottawa
Porter Airlines,PD430,ATR 72,08:22:00,08:26:00,1,Boston
Porter Airlines,PD430,Embraer E190,08:25:00,08:26:00,2,Washington
Air Canada,PD206,ATR 72,08:24:00,08:27:00,3,New York
Porter Airlines,PD387,Embraer E190,08:23:00,08:27:00,2,Chicago
WestJet,PD697,Embraer E190,08:25:00,08:28:00,6,Washington
WestJet,PD377,ATR 72,08:25:00,08:28:00,3,Washington
Air Canada,PD882,Embraer E190,08:27:00,08:29:00,4,Montreal
Porter Airlines,PD434,ATR 72,08:28:00,08:29:00,1,Ottawa
Porter Airlines,PD989,ATR 72,08:26:00,08:30:00,1,Chicago
Porter Airlines,PD385,Embraer E190,08:29:00,08:30:00,2,Ottawa
Air Canada,PD354,Embraer E190,08:30:00,08:31:00,4,New York
WestJet,PD362,ATR 72,08:29:00,08:31:00,3,Montreal
WestJet,PD234,Embraer E190,08:28:00,08:32:00,6,New York
WestJet,PD308,ATR 72,08:28:00,08:32:00,5,Chicago
Air Canada,PD983,ATR 72,08:31:00,08:33:00,3,Chicago
Porter Airlines,PD492,ATR 72,08:32:00,08:33:00,5,Ottawa
Porter Airlines,PD234,ATR 72,08:31:00,08:34:00,5,Ottawa
Air Canada,PD568,ATR 72,08:31:00,08:34:00,1,Montreal
Air Canada,PD803,Embraer E190,08:32:00,08:35:00,6,Washington
WestJet,PD566,Embraer E190,08:34:00,08:35:00,4,Chicago
Air Canada,PD132,Embraer E190,08:35:00,08:36:00,4,Boston
WestJet,PD594,Embraer E190,08:35:00,08:36:00,2,Chicago
WestJet,PD558,ATR 72,08:35:00,08:37:00,1,Chicago
Air Canada,PD559,Embraer E190,08:33:00,08:37:00,4,New York
Air Canada,PD605,ATR 72,08:34:00,08:38:00,5,Boston
Air Canada,PD678,ATR 72,08:36:00,08:38:00,1,Washington
Porter Airlines,PD657,Embraer E190,08:37:00,08:39:00,4,Washington
Air Canada,PD127,ATR 72,08:36:00,08:39:00,1,Montreal
WestJet,PD566,ATR 72,08:36:00,08:40:00,3,Boston
WestJet,PD304,Embraer E190,08:38:00,08:40:00,6,Montreal
WestJet,PD291,ATR 72,08:40:00,08:41:00,1,Chicago
Porter Airlines,PD647,ATR 72,08:37:00,08:41:00,3,Chicago
Air Canada,PD284,Embraer E190,08:38:00,08:42:00,6,Montreal
Porter Airlines,PD696,Embraer E190,08:38:00,08:42:00,4,Chicago
Porter Airlines,PD224,ATR 72,08:41:00,08:43:00,5,New York
Porter Airlines,PD212,ATR 72,08:39:00,08:43:00,3,Chicago
Porter Airlines,PD360,Embraer E190,08:43:00,08:44:00,6,Washington
Air Canada,PD235,ATR 72,08:40:00,08:44:00,5,Chicago
WestJet,PD117,ATR 72,08:42:00,08:45:00,5,Boston
Porter Airlines,PD881,ATR 72,08:43:00,08:45:00,3,Ottawa
Porter Airlines,PD365,Embraer E190,08:42:00,08:46:00,4,New York
Air Canada,PD975,ATR 72,08:42:00,08:46:00,5,Boston
Porter Airlines,PD830,ATR 72,08:43:00,08:47:00,1,New York
Porter Airlines,PD536,Embraer E190,08:46:00,08:47:00,4,Montreal
Air Canada,PD350,ATR 72,08:46:00,08:48:00,3,Montreal
WestJet,PD303,ATR 72,08:44:00,08:48:00,1,Ottawa
Porter Airlines,PD772,Embraer E190,08:48:00,08:49:00,4,Washington
Porter Airlines,PD677,ATR 72,08:47:00,08:49:00,3,New York
Air Canada,PD553,Embraer E190,08:49:00,08:50:00,2,Boston
Air Canada,PD443,Embraer E190,08:47:00,08:50:00,4,Chicago
WestJet,PD674,ATR 72,08:49:00,08:51:00,1,Boston
Air Canada,PD604,ATR 72,08:47:00,08:51:00,5,Boston
WestJet,PD140,ATR 72,08:51:00,08:52:00,1,Boston
WestJet,PD704,ATR 72,08:48:00,08:52:00,3,Washington
Air Canada,PD222,ATR 72,08:51:00,08:53:00,1,Montreal
Air Canada,PD889,ATR 72,08:51:00,08:53:00,3,Montreal
Porter Airlines,PD627,ATR 72,08:52:00,08:54:00,3,Chicago
WestJet,PD961,ATR 72,08:53:00,08:54:00,5,Ottawa
Porter Airlines,PD969,Embraer E190,08:54:00,08:55:00,6,New York
WestJet,PD568,ATR 72,08:52:00,08:55:00,1,Chicago
Porter Airlines,PD301,ATR 72,08:55:00,08:56:00,1,Montreal
WestJet,PD949,ATR 72,08:55:00,08:56:00,3,New York
Air Canada,PD859,Embraer E190,08:56:00,08:57:00,6,Chicago
WestJet,PD706,Embraer E190,08:56:00,08:57:00,2,New York
WestJet,PD995,Embraer E190,08:55:00,08:58:00,4,Washington
Porter Airlines,PD348,Embraer E190,08:56:00,08:58:00,6,Montreal
WestJet,PD987,Embraer E190,08:58:00,08:59:00,6,Washington
Air Canada,PD610,ATR 72,08:58:00,08:59:00,1,Washington
WestJet,PD787,ATR 72,08:58:00,09:00:00,3,Chicago
Porter Airlines,PD318,Embraer E190,08:57:00,09:00:00,4,Chicago
Porter Airlines,PD155,Embraer E190,08:58:00,09:01:00,6,Montreal
WestJet,PD403,ATR 72,08:59:00,09:01:00,5,Chicago
Porter Airlines,PD925,Embraer E190,09:01:00,09:02:00,4,Boston
Porter Airlines,PD416,ATR 72,08:59:00,09:02:00,1,Chicago
Air Canada,PD865,ATR 72,09:02:00,09:03:00,3,Boston
Air Canada,PD290,Embraer E190,08:59:00,09:03:00,4,Montreal
Air Canada,PD242,Embraer E190,09:01:00,09:04:00,2,Montreal
Porter Airlines,PD428,ATR 72,09:01:00,09:04:00,3,Ottawa
Porter Airlines,PD574,ATR 72,09:01:00,09:05:00,1,Boston
WestJet,PD812,ATR 72,09:02:00,09:05:00,5,Montreal
WestJet,PD594,ATR 72,09:05:00,09:06:00,5,Montreal
Air Canada,PD696,Embraer E190,09:04:00,09:06:00,2,Chicago
WestJet,PD834,Embraer E190,09:06:00,09:07:00,2,Boston
WestJet,PD709,Embraer E190,09:03:00,09:07:00,6,Ottawa
Air Canada,PD724,ATR 72,09:07:00,09:08:00,3,Ottawa
Air Canada,PD174,ATR 72,09:05:00,09:08:00,5,New York
Porter Airlines,PD276,ATR 72,09:05:00,09:09:00,1,New York
WestJet,PD675,Embraer E190,09:06:00,09:09:00,4,Washington
Air Canada,PD834,Embraer E190,09:09:00,09:10:00,4,Chicago
WestJet,PD218,ATR 72,09:07:00,09:10:00,3,New York
Porter Airlines,PD482,ATR 72,09:09:00,09:11:00,5,Montreal
WestJet,PD678,Embraer E190,09:08:00,09:11:00,4,New York
Air Canada,PD670,ATR 72,09:11:00,09:12:00,3,Washington
Porter Airlines,PD940,Embraer E190,09:09:00,09:12:00,4,Chicago
WestJet,PD961,ATR 72,09:12:00,09:13:00,3,Washington
WestJet,PD301,ATR 72,09:10:00,09:13:00,5,Boston
Porter Airlines,PD479,Embraer E190,09:10:00,09:14:00,6,Washington
Air Canada,PD310,Embraer E190,09:13:00,09:14:00,2,Washington
Porter Airlines,PD386,ATR 72,09:13:00,09:15:00,5,Washington
Air Canada,PD651,Embraer E190,09:11:00,09:15:00,2,Chicago
WestJet,PD258,ATR 72,09:12:00,09:16:00,3,Montreal
Porter Airlines,PD414,Embraer E190,09:15:00,09:16:00,4,Ottawa
WestJet,PD808,ATR 72,09:15:00,09:17:00,3,Boston
Air Canada,PD313,ATR 72,09:14:00,09:17:00,5,New York
Air Canada,PD173,Embraer E190,09:16:00,09:18:00,6,Ottawa
Air Canada,PD284,ATR 72,09:15:00,09:18:00,5,Chicago
Porter Airlines,PD917,ATR 72,09:17:00,09:19:00,3,New York
Porter Airlines,PD927,ATR 72,09:17:00,09:19:00,5,New York
Porter Airlines,PD387,ATR 72,09:17:00,09:20:00,5,Ottawa
WestJet,PD209,ATR 72,09:18:00,09:20:00,1,New York
Porter Airlines,PD792,ATR 72,09:20:00,09:21:00,1,Boston
Porter Airlines,PD478,Embraer E190,09:18:00,09:21:00,6,Chicago
Air Canada,PD357,ATR 72,09:21:00,09:22:00,5,Washington
Porter Airlines,PD755,Embraer E190,09:20:00,09:22:00,2,Boston
Porter Airlines,PD129,Embraer E190,09:22:00,09:23:00,6,Montreal
WestJet,PD382,ATR 72,09:22:00,09:23:00,5,Washington
WestJet,PD722,ATR 72,09:22:00,09:24:00,3,Chicago
Porter Airlines,PD867,Embraer E190,09:22:00,09:24:00,4,Ottawa
Air Canada,PD520,ATR 72,09:24:00,09:25:00,5,Chicago
Air Canada,PD541,Embraer E190,09:24:00,09:25:00,6,Chicago
Porter Airlines,PD467,ATR 72,09:22:00,09:26:00,5,Ottawa
Air Canada,PD287,Embraer E190,09:23:00,09:26:00,4,Washington
Air Canada,PD802,ATR 72,09:23:00,09:27:00,3,New York
WestJet,PD325,Embraer E190,09:25:00,09:27:00,6,Ottawa
Air Canada,PD686,ATR 72,09:27:00,09:28:00,1,Washington
WestJet,PD189,ATR 72,09:24:00,09:28:00,3,Ottawa
WestJet,PD836,Embraer E190,09:25:00,09:29:00,4,Boston
Porter Airlines,PD986,Embraer E190,09:26:00,09:29:00,2,New York
Porter Airlines,PD928,Embraer E190,09:29:00,09:30:00,2,Montreal
Porter Airlines,PD990,ATR 72,09:29:00,09:30:00,1,Boston
Air Canada,PD322,ATR 72,09:27:00,09:31:00,5,New York
Porter Airlines,PD314,ATR 72,09:28:00,09:31:00,3,Washington
Porter Airlines,PD455,ATR 72,09:30:00,09:32:00,1,Washington
Porter Airlines,PD710,ATR 72,09:28:00,09:32:00,3,Boston
Air Canada,PD904,ATR 72,09:29:00,09:33:00,3,Chicago
WestJet,PD609,ATR 72,09:32:00,09:33:00,5,Chicago
WestJet,PD509,Embraer E190,09:33:00,09:34:00,4,Washington
Porter Airlines,PD406,Embraer E190,09:32:00,09:34:00,2,New York
WestJet,PD193,ATR 72,09:33:00,09:35:00,1,Boston
Porter Airlines,PD497,Embraer E190,09:33:00,09:35:00,2,Washington
Porter Airlines,PD998,Embraer E190,09:33:00,09:36:00,2,New York
Air Canada,PD395,ATR 72,09:33:00,09:36:00,5,Washington
Air Canada,PD997,Embraer E190,09:34:00,09:37:00,2,Chicago
Air Canada,PD474,Embraer E190,09:36:00,09:37:00,6,Chicago
Air Canada,PD189,Embraer E190,09:37:00,09:38:00,6,Montreal
Air Canada,PD416,ATR 72,09:34:00,09:38:00,1,Boston
Porter Airlines,PD116,ATR 72,09:37:00,09:39:00,1,New York
WestJet,PD467,Embraer E190,09:36:00,09:39:00,6,Montreal
WestJet,PD392,ATR 72,09:37:00,09:40:00,5,Boston
Air Canada,PD944,Embraer E190,09:38:00,09:40:00,6,New York
Porter Airlines,PD374,Embraer E190,09:39:00,09:41:00,4,Montreal
Air Canada,PD445,ATR 72,09:40:00,09:41:00,1,Ottawa
Porter Airlines,PD142,ATR 72,09:39:00,09:42:00,5,Washington
Air Canada,PD174,ATR 72,09:41:00,09:42:00,3,Ottawa
Porter Airlines,PD245,ATR 72,09:41:00,09:43:00,1,Washington
Porter Airlines,PD438,ATR 72,09:42:00,09:43:00,5,Chicago
Porter Airlines,PD561,ATR 72,09:43:00,09:44:00,3,Chicago
WestJet,PD560,Embraer E190,09:41:00,09:44:00,6,Washington
Porter Airlines,PD845,ATR 72,09:42:00,09:45:00,5,Chicago
Air Canada,PD914,Embraer E190,09:41:00,09:45:00,4,Washington
Air Canada,PD874,Embraer E190,09:45:00,09:46:00,2,Washington
Air Canada,PD339,ATR 72,09:42:00,09:46:00,1,Chicago
Air Canada,PD288,Embraer E190,09:44:00,09:47:00,2,Chicago
Air Canada,PD104,ATR 72,09:46:00,09:47:00,1,Montreal
Porter Airlines,PD206,Embraer E190,09:44:00,09:48:00,2,Chicago
Porter Airlines,PD561,Embraer E190,09:45:00,09:48:00,4,Washington
Air Canada,PD839,ATR 72,09:45:00,09:49:00,1,Washington
WestJet,PD635,ATR 72,09:46:00,09:49:00,5,Chicago
Air Canada,PD270,Embraer E190,09:48:00,09:50:00,6,Washington
Air Canada,PD568,ATR 72,09:47:00,09:50:00,5,Montreal
Porter Airlines,PD476,ATR 72,09:48:00,09:51:00,5,Montreal
